% time	cellId	IMSI	RNTI	rsrp	sinr
0.0432143	1	7	2	9.58973e-17	0.507826
0.0432143	1	8	11	3.23858e-15	17.15
0.0432143	1	9	3	8.16898e-15	43.259
0.0432143	1	4	1	1.86332e-14	98.6726
0.0432143	1	3	15	1.81409e-15	9.60655
0.0432143	1	2	10	2.30035e-15	12.1815
0.0432143	1	10	9	3.33434e-14	176.571
0.0442143	1	1	16	1.02759e-16	0.544163
0.0442143	1	5	4	1.26291e-15	6.68778
0.0442143	1	6	12	1.52898e-15	8.09676
0.0442143	1	7	2	5.85931e-16	3.10281
0.0442143	1	8	11	2.61794e-15	13.8633
0.0442143	1	9	3	6.66722e-15	35.3064
0.0442143	1	4	1	9.48381e-15	50.2217
0.0442143	1	3	15	1.65461e-15	8.76205
0.0442143	1	2	10	4.74687e-15	25.1371
0.0442143	1	10	9	3.85022e-14	203.889
0.0452143	1	1	16	1.31386e-16	0.695759
0.0452143	1	5	4	1.04691e-15	5.54395
0.0452143	1	6	12	2.98713e-15	15.8184
0.0452143	1	7	2	4.0999e-15	21.7111
0.0452143	1	8	11	3.70193e-15	19.6036
0.0452143	1	9	3	4.05766e-15	21.4874
0.0452143	1	4	1	2.63384e-15	13.9476
0.0452143	1	3	15	1.86141e-15	9.85711
0.0452143	1	2	10	4.89451e-15	25.919
0.0452143	1	10	9	3.34007e-14	176.874
0.0462143	1	1	16	6.91124e-17	0.365986
0.0462143	1	5	4	4.07179e-16	2.15623
0.0462143	1	6	12	2.77802e-15	14.7111
0.0462143	1	7	2	1.1505e-14	60.9249
0.0462143	1	8	11	4.57846e-15	24.2453
0.0462143	1	9	3	2.04579e-15	10.8335
0.0462143	1	4	1	1.62821e-16	0.862223
0.0462143	1	3	15	2.73738e-15	14.4958
0.0462143	1	2	10	2.53341e-15	13.4157
0.0462143	1	10	9	2.03679e-14	107.859
0.0472143	1	1	16	6.71959e-19	0.00355837
0.0472143	1	5	4	2.50943e-16	1.32888
0.0472143	1	6	12	1.85614e-15	9.8292
0.0472143	1	7	2	1.82223e-14	96.4964
0.0472143	1	8	11	7.21897e-15	38.2282
0.0472143	1	9	3	3.4368e-15	18.1997
0.0472143	1	4	1	1.61418e-16	0.854791
0.0472143	1	3	15	4.45555e-15	23.5944
0.0472143	1	2	10	3.24587e-16	1.71886
0.0472143	1	10	9	8.95422e-15	47.4172
0.0482143	1	1	16	7.42545e-17	0.393216
0.0482143	1	5	4	5.39355e-16	2.85616
0.0482143	1	6	12	2.32181e-15	12.2952
0.0482143	1	7	2	1.82948e-14	96.8806
0.0482143	1	8	11	1.3824e-14	73.2054
0.0482143	1	9	3	8.37762e-15	44.3639
0.0482143	1	4	1	4.68149e-16	2.47909
0.0482143	1	3	15	6.42065e-15	34.0007
0.0482143	1	2	10	4.38504e-16	2.32211
0.0482143	1	10	9	6.407e-15	33.9284
0.0492143	1	1	16	2.56295e-16	1.35722
0.0492143	1	5	4	5.24355e-16	2.77673
0.0492143	1	6	12	3.70121e-15	19.5998
0.0492143	1	7	2	1.16361e-14	61.6191
0.0492143	1	8	11	2.26126e-14	119.746
0.0492143	1	9	3	1.39317e-14	73.7757
0.0492143	1	4	1	5.76956e-16	3.05528
0.0492143	1	3	15	7.24357e-15	38.3585
0.0492143	1	2	10	2.1878e-15	11.5855
0.0492143	1	10	9	1.23539e-14	65.4202
0.0502143	1	1	16	3.35762e-16	1.77803
0.0502143	1	5	4	8.98267e-17	0.475679
0.0502143	1	6	12	4.9686e-15	26.3113
0.0502143	1	7	2	4.25283e-15	22.521
0.0502143	1	8	11	2.78959e-14	147.723
0.0502143	1	9	3	1.7782e-14	94.1648
0.0502143	1	4	1	8.64444e-16	4.57768
0.0502143	1	3	15	5.87884e-15	31.1315
0.0502143	1	2	10	3.53893e-15	18.7405
0.0502143	1	10	9	2.1203e-14	112.281
0.0512143	1	1	16	2.31791e-16	1.22746
0.0512143	1	5	4	2.77278e-16	1.46833
0.0512143	1	6	12	7.53231e-15	39.8875
0.0512143	1	7	2	1.36417e-15	7.22399
0.0512143	1	8	11	2.55367e-14	135.23
0.0512143	1	9	3	1.97975e-14	104.838
0.0512143	1	4	1	1.86706e-15	9.88707
0.0512143	1	3	15	3.16214e-15	16.7452
0.0512143	1	2	10	3.75685e-15	19.8945
0.0512143	1	10	9	2.60208e-14	137.794
0.0522143	1	1	16	1.18315e-16	0.626541
0.0522143	1	5	4	2.24924e-15	11.9109
0.0522143	1	6	12	1.22464e-14	64.8511
0.0522143	1	7	2	2.73696e-15	14.4936
0.0522143	1	8	11	1.85567e-14	98.2673
0.0522143	1	9	3	1.94968e-14	103.246
0.0522143	1	4	1	4.05454e-15	21.4709
0.0522143	1	3	15	1.5581e-15	8.25096
0.0522143	1	2	10	3.66428e-15	19.4043
0.0522143	1	10	9	2.27561e-14	120.505
0.0532143	1	1	16	1.57727e-16	0.835248
0.0532143	1	5	4	5.7229e-15	30.3058
0.0532143	1	6	12	1.5414e-14	81.625
0.0532143	1	7	2	5.01026e-15	26.5319
0.0532143	1	8	11	1.40902e-14	74.6151
0.0532143	1	9	3	1.54082e-14	81.5943
0.0532143	1	4	1	6.78005e-15	35.9039
0.0532143	1	3	15	2.84648e-15	15.0736
0.0532143	1	2	10	3.88866e-15	20.5925
0.0532143	1	10	9	1.3333e-14	70.6054
0.0542143	1	1	16	2.65881e-16	1.40798
0.0542143	1	5	4	8.51533e-15	45.0931
0.0542143	1	6	12	1.26074e-14	66.7626
0.0542143	1	7	2	5.78453e-15	30.6321
0.0542143	1	8	11	1.41788e-14	75.0839
0.0542143	1	9	3	8.6052e-15	45.569
0.0542143	1	4	1	7.87829e-15	41.7197
0.0542143	1	3	15	5.90068e-15	31.2472
0.0542143	1	2	10	3.93685e-15	20.8477
0.0542143	1	10	9	4.61567e-15	24.4424
0.0552143	1	1	16	2.56873e-16	1.36028
0.0552143	1	5	4	8.04847e-15	42.6209
0.0552143	1	6	12	6.26038e-15	33.152
0.0552143	1	7	2	4.64764e-15	24.6117
